subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
42,grünen Wesen,starting_scream,no,no,yes,no,0,5012523,5019814
42,lila Wesen,ending_melody,no,yes,no,no,1,5022082,5026183
42,gelben Wesen,ending_scream,no,no,no,yes,2,5028453,5032713
42,roten Wesen,starting_melody,yes,no,no,no,3,5034983,5037340
