subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
97,gelben Wesen,starting_scream,no,no,yes,no,0,1461484,1469827
97,lila Wesen,starting_melody,yes,no,no,no,1,1472097,1479667
97,roten Wesen,ending_scream,no,no,no,yes,2,1481937,1487321
97,grünen Wesen,ending_melody,no,yes,no,no,3,1489590,1494941
