subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
54,lila Wesen,starting_melody,yes,no,no,no,0,2906512,2909912
54,grünen Wesen,ending_melody,no,yes,no,no,1,2912182,2914207
54,roten Wesen,ending_scream,no,no,no,yes,2,2916477,2918232
54,gelben Wesen,starting_scream,no,no,yes,no,3,2920500,2921646
