subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
11,lila Wesen,starting_scream,no,no,yes,no,0,1365492,1370754
11,grünen Wesen,ending_scream,no,no,no,yes,1,1373022,1375994
11,gelben Wesen,starting_melody,yes,no,no,no,2,1378265,1379558
11,roten Wesen,ending_melody,no,yes,no,no,3,1381828,1382742
