subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
47,roten Wesen,ending_scream,no,yes,no,no,0,5522563,5537366
47,gelben Wesen,starting_scream,no,no,yes,no,1,5539636,5543090
47,lila Wesen,starting_melody,yes,no,no,no,2,5545360,5550847
47,grünen Wesen,ending_melody,no,no,no,yes,3,5553117,5555488
