subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
41,lila Wesen,ending_melody,no,yes,no,no,0,3963985,3970842
41,roten Wesen,starting_melody,yes,no,no,no,1,3973112,3976601
41,grünen Wesen,starting_scream,no,no,yes,no,2,3978870,3986261
41,gelben Wesen,ending_scream,no,no,no,yes,3,3988528,3991112
