subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
36,roten Wesen,starting_scream,no,no,yes,no,0,1491250,1497415
36,lila Wesen,ending_scream,no,no,no,yes,1,1499684,1501947
36,gelben Wesen,ending_melody,no,yes,no,no,2,1504216,1506915
36,grünen Wesen,starting_melody,yes,no,no,no,3,1509184,1510992
