subject_nr,color_counter,target_color,target_role,target_1,target_2,target_3,target_4,eval_rating, trial_nr,time_rate_form,time_rate_delay
36,ES_purple,red,starting_scream,IAT_red3.bmp,IAT_red2.bmp,IAT_red1.bmp,IAT_red4.bmp,4,0,1448499,1459676
36,ES_purple,purple,ending_scream,IAT_purple4.bmp,IAT_purple1.bmp,IAT_purple2.bmp,IAT_purple3.bmp,3,1,1461947,1464863
36,ES_purple,yellow,ending_melody,IAT_yellow2.bmp,IAT_yellow1.bmp,IAT_yellow4.bmp,IAT_yellow3.bmp,4,2,1467136,1471471
36,ES_purple,green,starting_melody,IAT_green3.bmp,IAT_green4.bmp,IAT_green1.bmp,IAT_green2.bmp,6,3,1473743,1476555

