subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
70,lila Wesen,ending_scream,no,no,no,yes,0,1409380,1414432
70,grünen Wesen,starting_melody,yes,no,no,no,1,1416702,1421038
70,roten Wesen,starting_scream,no,no,yes,no,2,1423308,1425439
70,gelben Wesen,ending_melody,no,yes,no,no,3,1427710,1430755
