subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
92,lila Wesen,starting_scream,no,no,yes,no,0,1456442,1463236
92,gelben Wesen,starting_melody,yes,no,no,no,1,1465508,1467929
92,roten Wesen,ending_melody,no,yes,no,no,2,1470200,1472977
92,grünen Wesen,ending_scream,no,no,no,yes,3,1475246,1479070
