subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
79,lila Wesen,ending_scream,no,no,no,yes,0,1339190,1344882
79,gelben Wesen,ending_melody,no,yes,no,no,1,1347153,1350878
79,grünen Wesen,starting_melody,yes,no,no,no,2,1353147,1356726
79,roten Wesen,starting_scream,no,no,yes,no,3,1358996,1362571
