subject_nr,color_counter,target_color,target_role,target_1,target_2,target_3,target_4,eval_rating, trial_nr,time_rate_form,time_rate_delay
15,ES_yellow,yellow,ending_scream,IAT_yellow1.bmp,IAT_yellow4.bmp,IAT_yellow2.bmp,IAT_yellow3.bmp,5,0,1563185,1587843
15,ES_yellow,green,starting_scream,IAT_green1.bmp,IAT_green4.bmp,IAT_green2.bmp,IAT_green3.bmp,1,1,1590116,1593423
15,ES_yellow,red,starting_melody,IAT_red1.bmp,IAT_red3.bmp,IAT_red2.bmp,IAT_red4.bmp,4,2,1595696,1600777
15,ES_yellow,purple,ending_melody,IAT_purple1.bmp,IAT_purple2.bmp,IAT_purple4.bmp,IAT_purple3.bmp,4,3,1603050,1610576
