subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
93,lila Wesen,starting_scream,no,no,yes,no,0,1503546,1508691
93,gelben Wesen,starting_melody,yes,no,no,no,1,1510961,1513615
93,grünen Wesen,ending_scream,no,no,no,yes,2,1515885,1520060
93,roten Wesen,ending_melody,no,yes,no,no,3,1522329,1524751
