subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
71,roten Wesen,starting_scream,no,no,yes,no,0,1373408,1378554
71,gelben Wesen,ending_melody,no,yes,no,no,1,1380824,1388277
71,lila Wesen,ending_scream,no,no,no,yes,2,1390547,1394780
71,grünen Wesen,starting_melody,yes,no,no,no,3,1397051,1400051
