subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
95,grünen Wesen,ending_scream,no,no,no,yes,0,1532445,1538915
95,lila Wesen,starting_scream,no,no,yes,no,1,1541186,1546736
95,roten Wesen,ending_melody,no,yes,no,no,2,1549006,1554025
95,gelben Wesen,starting_melody,yes,no,no,no,3,1556294,1558815
