ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
110	Water8.jpg	1	j	31.980975	labor4	2015-01-30_10.48.39.771000
110	Water4.jpg	1	n	6.696755	labor4	2015-01-30_10.48.39.771000
110	Water1.jpg	1	j	4.659368	labor4	2015-01-30_10.48.39.771000
110	Water7.jpg	1	n	4.457712	labor4	2015-01-30_10.48.39.771000
110	Water3.jpg	1	j	8.209634	labor4	2015-01-30_10.48.39.771000
110	Water6.jpg	1	n	7.497438	labor4	2015-01-30_10.48.39.771000
110	Water5.jpg	1	n	3.214388	labor4	2015-01-30_10.48.39.771000
110	Water2.jpg	1	j	3.131965	labor4	2015-01-30_10.48.39.771000
110	Aero03.jpg	2	n	5.813919	labor4	2015-01-30_10.48.39.771000
110	Aero06.jpg	2	j	3.297471	labor4	2015-01-30_10.48.39.771000
110	Aero02.jpg	2	n	10.750756	labor4	2015-01-30_10.48.39.771000
110	Aero01.jpg	2	n	7.564844	labor4	2015-01-30_10.48.39.771000
110	Aero08.jpg	2	n	3.935098	labor4	2015-01-30_10.48.39.771000
110	Aero05.jpg	2	n	1.604437	labor4	2015-01-30_10.48.39.771000
110	Aero07.jpg	2	j	4.110880	labor4	2015-01-30_10.48.39.771000
110	Aero04.jpg	2	n	6.723725	labor4	2015-01-30_10.48.39.771000
