ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
998	Water1.jpg	1	n	1.950858	labor4	2015-01-16_18.53.30.769000
998	Water7.jpg	1	n	0.204843	labor4	2015-01-16_18.53.30.769000
998	Water2.jpg	1	n	0.164412	labor4	2015-01-16_18.53.30.769000
998	Water5.jpg	1	n	0.178687	labor4	2015-01-16_18.53.30.769000
998	Water6.jpg	1	n	0.169017	labor4	2015-01-16_18.53.30.769000
998	Water3.jpg	1	n	0.073542	labor4	2015-01-16_18.53.30.769000
998	Water8.jpg	1	n	0.434372	labor4	2015-01-16_18.53.30.769000
998	Water4.jpg	1	n	0.216199	labor4	2015-01-16_18.53.30.769000
998	Aero01.jpg	2	j	4.355561	labor4	2015-01-16_18.53.30.769000
998	Aero04.jpg	2	n	0.244180	labor4	2015-01-16_18.53.30.769000
998	Aero06.jpg	2	n	0.221616	labor4	2015-01-16_18.53.30.769000
998	Aero05.jpg	2	n	0.056526	labor4	2015-01-16_18.53.30.769000
998	Aero02.jpg	2	n	0.075776	labor4	2015-01-16_18.53.30.769000
998	Aero03.jpg	2	n	0.063673	labor4	2015-01-16_18.53.30.769000
998	Aero07.jpg	2	n	0.197105	labor4	2015-01-16_18.53.30.769000
998	Aero08.jpg	2	n	0.348258	labor4	2015-01-16_18.53.30.769000
