ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
73	Water4.jpg	1	n	8.362851	labor1	2015-01-28_12.49.48.332000
73	Water1.jpg	1	n	4.365277	labor1	2015-01-28_12.49.48.332000
73	Water2.jpg	1	n	5.855646	labor1	2015-01-28_12.49.48.332000
73	Water7.jpg	1	n	1.559507	labor1	2015-01-28_12.49.48.332000
73	Water6.jpg	1	j	6.186884	labor1	2015-01-28_12.49.48.332000
73	Water3.jpg	1	n	2.283146	labor1	2015-01-28_12.49.48.332000
73	Water8.jpg	1	n	1.088527	labor1	2015-01-28_12.49.48.332000
73	Water5.jpg	1	n	1.034255	labor1	2015-01-28_12.49.48.332000
73	Aero04.jpg	2	n	1.719148	labor1	2015-01-28_12.49.48.332000
73	Aero02.jpg	2	n	1.228226	labor1	2015-01-28_12.49.48.332000
73	Aero07.jpg	2	n	0.764350	labor1	2015-01-28_12.49.48.332000
73	Aero01.jpg	2	n	1.672590	labor1	2015-01-28_12.49.48.332000
73	Aero06.jpg	2	n	0.922588	labor1	2015-01-28_12.49.48.332000
73	Aero08.jpg	2	n	1.615684	labor1	2015-01-28_12.49.48.332000
73	Aero03.jpg	2	n	0.585585	labor1	2015-01-28_12.49.48.332000
73	Aero05.jpg	2	j	2.879464	labor1	2015-01-28_12.49.48.332000
