ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
19	Water8.jpg	1	n	14.472535	labor2	2015-01-20_15.47.58.225000
19	Water2.jpg	1	n	1.820670	labor2	2015-01-20_15.47.58.225000
19	Water1.jpg	1	n	2.640652	labor2	2015-01-20_15.47.58.225000
19	Water5.jpg	1	j	8.942263	labor2	2015-01-20_15.47.58.225000
19	Water7.jpg	1	n	2.026529	labor2	2015-01-20_15.47.58.225000
19	Water6.jpg	1	n	3.507099	labor2	2015-01-20_15.47.58.225000
19	Water3.jpg	1	n	5.687211	labor2	2015-01-20_15.47.58.225000
19	Water4.jpg	1	j	3.289224	labor2	2015-01-20_15.47.58.225000
19	Aero05.jpg	2	n	2.524673	labor2	2015-01-20_15.47.58.225000
19	Aero07.jpg	2	n	2.887261	labor2	2015-01-20_15.47.58.225000
19	Aero04.jpg	2	j	4.519583	labor2	2015-01-20_15.47.58.225000
19	Aero08.jpg	2	n	2.618901	labor2	2015-01-20_15.47.58.225000
19	Aero02.jpg	2	n	2.204032	labor2	2015-01-20_15.47.58.225000
19	Aero01.jpg	2	n	1.728300	labor2	2015-01-20_15.47.58.225000
19	Aero06.jpg	2	n	4.506573	labor2	2015-01-20_15.47.58.225000
19	Aero03.jpg	2	n	5.383846	labor2	2015-01-20_15.47.58.225000
