ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
16	Water3.jpg	1	n	4.806276	labor5	2015-01-20_11.59.43.500000
16	Water8.jpg	1	n	1.007518	labor5	2015-01-20_11.59.43.500000
16	Water7.jpg	1	n	2.565098	labor5	2015-01-20_11.59.43.500000
16	Water4.jpg	1	n	0.552698	labor5	2015-01-20_11.59.43.500000
16	Water1.jpg	1	n	1.010624	labor5	2015-01-20_11.59.43.500000
16	Water2.jpg	1	n	0.744861	labor5	2015-01-20_11.59.43.500000
16	Water6.jpg	1	n	0.610852	labor5	2015-01-20_11.59.43.500000
16	Water5.jpg	1	n	0.612982	labor5	2015-01-20_11.59.43.500000
16	Aero08.jpg	2	n	0.917723	labor5	2015-01-20_11.59.43.500000
16	Aero01.jpg	2	n	0.277057	labor5	2015-01-20_11.59.43.500000
16	Aero05.jpg	2	n	0.328036	labor5	2015-01-20_11.59.43.500000
16	Aero06.jpg	2	n	0.266141	labor5	2015-01-20_11.59.43.500000
16	Aero07.jpg	2	n	0.408506	labor5	2015-01-20_11.59.43.500000
16	Aero04.jpg	2	n	0.992908	labor5	2015-01-20_11.59.43.500000
16	Aero02.jpg	2	n	0.694493	labor5	2015-01-20_11.59.43.500000
16	Aero03.jpg	2	n	0.493751	labor5	2015-01-20_11.59.43.500000
