ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
26	Water8.jpg	1	n	3.748189	labor2	2015-01-21_11.12.44.179000
26	Water4.jpg	1	n	1.225199	labor2	2015-01-21_11.12.44.179000
26	Water2.jpg	1	n	1.054444	labor2	2015-01-21_11.12.44.179000
26	Water1.jpg	1	n	0.979357	labor2	2015-01-21_11.12.44.179000
26	Water3.jpg	1	n	0.788373	labor2	2015-01-21_11.12.44.179000
26	Water6.jpg	1	n	0.764250	labor2	2015-01-21_11.12.44.179000
26	Water5.jpg	1	n	0.809900	labor2	2015-01-21_11.12.44.179000
26	Water7.jpg	1	n	0.550924	labor2	2015-01-21_11.12.44.179000
26	Aero06.jpg	2	n	1.088684	labor2	2015-01-21_11.12.44.179000
26	Aero07.jpg	2	n	1.925758	labor2	2015-01-21_11.12.44.179000
26	Aero01.jpg	2	n	1.500934	labor2	2015-01-21_11.12.44.179000
26	Aero05.jpg	2	n	0.285887	labor2	2015-01-21_11.12.44.179000
26	Aero02.jpg	2	n	0.532327	labor2	2015-01-21_11.12.44.179000
26	Aero08.jpg	2	n	0.734599	labor2	2015-01-21_11.12.44.179000
26	Aero04.jpg	2	n	0.545848	labor2	2015-01-21_11.12.44.179000
26	Aero03.jpg	2	n	0.676822	labor2	2015-01-21_11.12.44.179000
