ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
72	Water7.jpg	1	n	5.017856	labor6	2015-01-28_12.34.23.714000
72	Water1.jpg	1	n	0.966955	labor6	2015-01-28_12.34.23.714000
72	Water2.jpg	1	n	0.777255	labor6	2015-01-28_12.34.23.714000
72	Water6.jpg	1	j	3.897342	labor6	2015-01-28_12.34.23.714000
72	Water4.jpg	1	n	0.651714	labor6	2015-01-28_12.34.23.714000
72	Water3.jpg	1	j	1.582273	labor6	2015-01-28_12.34.23.714000
72	Water8.jpg	1	n	0.586864	labor6	2015-01-28_12.34.23.714000
72	Water5.jpg	1	n	0.877995	labor6	2015-01-28_12.34.23.714000
72	Aero07.jpg	2	n	3.097527	labor6	2015-01-28_12.34.23.714000
72	Aero05.jpg	2	n	0.840352	labor6	2015-01-28_12.34.23.714000
72	Aero06.jpg	2	n	0.811977	labor6	2015-01-28_12.34.23.714000
72	Aero01.jpg	2	n	0.653733	labor6	2015-01-28_12.34.23.714000
72	Aero04.jpg	2	n	0.815523	labor6	2015-01-28_12.34.23.714000
72	Aero03.jpg	2	n	0.828762	labor6	2015-01-28_12.34.23.714000
72	Aero02.jpg	2	n	0.600297	labor6	2015-01-28_12.34.23.714000
72	Aero08.jpg	2	n	0.984646	labor6	2015-01-28_12.34.23.714000
