ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
40	Water2.jpg	1	n	3.925124	labor4	2015-01-22_14.14.42.884000
40	Water7.jpg	1	n	2.082430	labor4	2015-01-22_14.14.42.884000
40	Water4.jpg	1	n	2.329152	labor4	2015-01-22_14.14.42.884000
40	Water5.jpg	1	n	4.078124	labor4	2015-01-22_14.14.42.884000
40	Water1.jpg	1	n	2.318672	labor4	2015-01-22_14.14.42.884000
40	Water6.jpg	1	n	2.837557	labor4	2015-01-22_14.14.42.884000
40	Water8.jpg	1	n	2.765752	labor4	2015-01-22_14.14.42.884000
40	Water3.jpg	1	n	2.595228	labor4	2015-01-22_14.14.42.884000
40	Aero02.jpg	2	n	2.184698	labor4	2015-01-22_14.14.42.884000
40	Aero04.jpg	2	n	2.359094	labor4	2015-01-22_14.14.42.884000
40	Aero07.jpg	2	j	3.171574	labor4	2015-01-22_14.14.42.884000
40	Aero01.jpg	2	n	0.942245	labor4	2015-01-22_14.14.42.884000
40	Aero05.jpg	2	n	1.206074	labor4	2015-01-22_14.14.42.884000
40	Aero06.jpg	2	j	2.069888	labor4	2015-01-22_14.14.42.884000
40	Aero03.jpg	2	n	1.271425	labor4	2015-01-22_14.14.42.884000
40	Aero08.jpg	2	n	0.884810	labor4	2015-01-22_14.14.42.884000
