ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
99	Water7.jpg	1	n	4.002457	labor1	2015-01-29_14.40.05.378000
99	Water6.jpg	1	n	1.999168	labor1	2015-01-29_14.40.05.378000
99	Water8.jpg	1	n	0.792351	labor1	2015-01-29_14.40.05.378000
99	Water1.jpg	1	n	0.696838	labor1	2015-01-29_14.40.05.378000
99	Water2.jpg	1	n	0.583851	labor1	2015-01-29_14.40.05.378000
99	Water3.jpg	1	n	1.053842	labor1	2015-01-29_14.40.05.378000
99	Water4.jpg	1	n	0.672601	labor1	2015-01-29_14.40.05.378000
99	Water5.jpg	1	n	0.687705	labor1	2015-01-29_14.40.05.378000
99	Aero02.jpg	2	n	1.902961	labor1	2015-01-29_14.40.05.378000
99	Aero05.jpg	2	n	0.819167	labor1	2015-01-29_14.40.05.378000
99	Aero07.jpg	2	n	0.609322	labor1	2015-01-29_14.40.05.378000
99	Aero06.jpg	2	n	0.581865	labor1	2015-01-29_14.40.05.378000
99	Aero08.jpg	2	n	0.400205	labor1	2015-01-29_14.40.05.378000
99	Aero04.jpg	2	n	0.688324	labor1	2015-01-29_14.40.05.378000
99	Aero01.jpg	2	n	0.638583	labor1	2015-01-29_14.40.05.378000
99	Aero03.jpg	2	n	0.686308	labor1	2015-01-29_14.40.05.378000
