ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
24	Water3.jpg	1	n	3.227750	labor5	2015-01-21_10.03.54.912000
24	Water8.jpg	1	n	1.102670	labor5	2015-01-21_10.03.54.912000
24	Water7.jpg	1	n	2.557689	labor5	2015-01-21_10.03.54.912000
24	Water4.jpg	1	n	0.494620	labor5	2015-01-21_10.03.54.912000
24	Water1.jpg	1	n	0.588000	labor5	2015-01-21_10.03.54.912000
24	Water2.jpg	1	n	0.613214	labor5	2015-01-21_10.03.54.912000
24	Water6.jpg	1	n	0.635918	labor5	2015-01-21_10.03.54.912000
24	Water5.jpg	1	n	0.760819	labor5	2015-01-21_10.03.54.912000
24	Aero06.jpg	2	n	0.671084	labor5	2015-01-21_10.03.54.912000
24	Aero05.jpg	2	n	0.495203	labor5	2015-01-21_10.03.54.912000
24	Aero02.jpg	2	n	0.316211	labor5	2015-01-21_10.03.54.912000
24	Aero01.jpg	2	n	0.275435	labor5	2015-01-21_10.03.54.912000
24	Aero04.jpg	2	n	0.303930	labor5	2015-01-21_10.03.54.912000
24	Aero08.jpg	2	n	0.274968	labor5	2015-01-21_10.03.54.912000
24	Aero07.jpg	2	n	0.367180	labor5	2015-01-21_10.03.54.912000
24	Aero03.jpg	2	n	0.742093	labor5	2015-01-21_10.03.54.912000
