ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
140	Water8.jpg	1	n	3.954925	labor2	2015-02-05_15.44.49.529000
140	Water6.jpg	1	n	2.154605	labor2	2015-02-05_15.44.49.529000
140	Water3.jpg	1	n	3.442172	labor2	2015-02-05_15.44.49.529000
140	Water5.jpg	1	n	1.295938	labor2	2015-02-05_15.44.49.529000
140	Water4.jpg	1	n	1.098251	labor2	2015-02-05_15.44.49.529000
140	Water1.jpg	1	n	2.028430	labor2	2015-02-05_15.44.49.529000
140	Water7.jpg	1	n	0.914675	labor2	2015-02-05_15.44.49.529000
140	Water2.jpg	1	n	0.915357	labor2	2015-02-05_15.44.49.529000
140	Aero08.jpg	2	n	2.702437	labor2	2015-02-05_15.44.49.529000
140	Aero07.jpg	2	n	1.918712	labor2	2015-02-05_15.44.49.529000
140	Aero03.jpg	2	n	1.820947	labor2	2015-02-05_15.44.49.529000
140	Aero02.jpg	2	n	1.394996	labor2	2015-02-05_15.44.49.529000
140	Aero04.jpg	2	n	1.664009	labor2	2015-02-05_15.44.49.529000
140	Aero01.jpg	2	n	1.782499	labor2	2015-02-05_15.44.49.529000
140	Aero05.jpg	2	n	1.470211	labor2	2015-02-05_15.44.49.529000
140	Aero06.jpg	2	n	2.451682	labor2	2015-02-05_15.44.49.529000
