ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
133	Water1.jpg	1	n	3.303081	labor4	2015-02-05_10.53.55.793000
133	Water4.jpg	1	n	1.014542	labor4	2015-02-05_10.53.55.793000
133	Water5.jpg	1	n	0.319874	labor4	2015-02-05_10.53.55.793000
133	Water6.jpg	1	n	0.303435	labor4	2015-02-05_10.53.55.793000
133	Water8.jpg	1	n	0.384822	labor4	2015-02-05_10.53.55.793000
133	Water2.jpg	1	n	0.285012	labor4	2015-02-05_10.53.55.793000
133	Water3.jpg	1	n	0.339515	labor4	2015-02-05_10.53.55.793000
133	Water7.jpg	1	n	0.405300	labor4	2015-02-05_10.53.55.793000
133	Aero08.jpg	2	n	2.312722	labor4	2015-02-05_10.53.55.793000
133	Aero06.jpg	2	n	0.302017	labor4	2015-02-05_10.53.55.793000
133	Aero03.jpg	2	n	0.560306	labor4	2015-02-05_10.53.55.793000
133	Aero02.jpg	2	n	0.930704	labor4	2015-02-05_10.53.55.793000
133	Aero07.jpg	2	j	0.792416	labor4	2015-02-05_10.53.55.793000
133	Aero01.jpg	2	n	0.442591	labor4	2015-02-05_10.53.55.793000
133	Aero05.jpg	2	n	0.432594	labor4	2015-02-05_10.53.55.793000
133	Aero04.jpg	2	n	0.469914	labor4	2015-02-05_10.53.55.793000
