ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
132	Water2.jpg	1	n	5.301985	labor5	2015-02-05_10.39.07.105000
132	Water1.jpg	1	n	2.682417	labor5	2015-02-05_10.39.07.105000
132	Water7.jpg	1	n	2.354244	labor5	2015-02-05_10.39.07.105000
132	Water3.jpg	1	n	2.729293	labor5	2015-02-05_10.39.07.105000
132	Water6.jpg	1	n	2.564183	labor5	2015-02-05_10.39.07.105000
132	Water8.jpg	1	n	1.904070	labor5	2015-02-05_10.39.07.105000
132	Water4.jpg	1	n	1.933883	labor5	2015-02-05_10.39.07.105000
132	Water5.jpg	1	n	1.772396	labor5	2015-02-05_10.39.07.105000
132	Aero05.jpg	2	n	1.436662	labor5	2015-02-05_10.39.07.105000
132	Aero06.jpg	2	n	0.795590	labor5	2015-02-05_10.39.07.105000
132	Aero07.jpg	2	n	1.022416	labor5	2015-02-05_10.39.07.105000
132	Aero03.jpg	2	n	1.245096	labor5	2015-02-05_10.39.07.105000
132	Aero02.jpg	2	n	0.655480	labor5	2015-02-05_10.39.07.105000
132	Aero08.jpg	2	n	1.582327	labor5	2015-02-05_10.39.07.105000
132	Aero01.jpg	2	n	0.786417	labor5	2015-02-05_10.39.07.105000
132	Aero04.jpg	2	n	0.972469	labor5	2015-02-05_10.39.07.105000
