ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
32	Water3.jpg	1	n	6.070973	labor1	2015-01-21_13.02.52.088000
32	Water2.jpg	1	n	1.219878	labor1	2015-01-21_13.02.52.088000
32	Water4.jpg	1	n	2.014363	labor1	2015-01-21_13.02.52.088000
32	Water6.jpg	1	j	2.573840	labor1	2015-01-21_13.02.52.088000
32	Water8.jpg	1	n	1.525914	labor1	2015-01-21_13.02.52.088000
32	Water1.jpg	1	n	0.555967	labor1	2015-01-21_13.02.52.088000
32	Water7.jpg	1	n	0.679341	labor1	2015-01-21_13.02.52.088000
32	Water5.jpg	1	n	0.678966	labor1	2015-01-21_13.02.52.088000
32	Aero05.jpg	2	n	2.309576	labor1	2015-01-21_13.02.52.088000
32	Aero01.jpg	2	n	0.782898	labor1	2015-01-21_13.02.52.088000
32	Aero02.jpg	2	n	0.865492	labor1	2015-01-21_13.02.52.088000
32	Aero03.jpg	2	n	0.713905	labor1	2015-01-21_13.02.52.088000
32	Aero07.jpg	2	n	0.936256	labor1	2015-01-21_13.02.52.088000
32	Aero08.jpg	2	n	0.566999	labor1	2015-01-21_13.02.52.088000
32	Aero04.jpg	2	n	0.628974	labor1	2015-01-21_13.02.52.088000
32	Aero06.jpg	2	n	0.821241	labor1	2015-01-21_13.02.52.088000
