ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
76	Water2.jpg	1	n	3.827400	labor5	2015-01-28_15.25.53.237000
76	Water7.jpg	1	n	1.026260	labor5	2015-01-28_15.25.53.237000
76	Water1.jpg	1	n	0.945429	labor5	2015-01-28_15.25.53.237000
76	Water4.jpg	1	n	0.740085	labor5	2015-01-28_15.25.53.237000
76	Water3.jpg	1	n	1.416553	labor5	2015-01-28_15.25.53.237000
76	Water5.jpg	1	n	0.762528	labor5	2015-01-28_15.25.53.237000
76	Water8.jpg	1	n	1.081625	labor5	2015-01-28_15.25.53.237000
76	Water6.jpg	1	n	1.474115	labor5	2015-01-28_15.25.53.237000
76	Aero05.jpg	2	n	1.851979	labor5	2015-01-28_15.25.53.237000
76	Aero06.jpg	2	n	0.954494	labor5	2015-01-28_15.25.53.237000
76	Aero01.jpg	2	n	0.615320	labor5	2015-01-28_15.25.53.237000
76	Aero02.jpg	2	n	1.034947	labor5	2015-01-28_15.25.53.237000
76	Aero07.jpg	2	n	1.108137	labor5	2015-01-28_15.25.53.237000
76	Aero08.jpg	2	n	1.021732	labor5	2015-01-28_15.25.53.237000
76	Aero03.jpg	2	n	0.747055	labor5	2015-01-28_15.25.53.237000
76	Aero04.jpg	2	n	0.720536	labor5	2015-01-28_15.25.53.237000
