ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
11	Water2.jpg	1	n	4.478999	labor4	2015-01-20_09.43.41.537000
11	Water8.jpg	1	n	2.209636	labor4	2015-01-20_09.43.41.537000
11	Water6.jpg	1	n	1.567254	labor4	2015-01-20_09.43.41.537000
11	Water4.jpg	1	n	1.565316	labor4	2015-01-20_09.43.41.537000
11	Water7.jpg	1	n	1.317567	labor4	2015-01-20_09.43.41.537000
11	Water1.jpg	1	n	1.772877	labor4	2015-01-20_09.43.41.537000
11	Water5.jpg	1	n	1.393571	labor4	2015-01-20_09.43.41.537000
11	Water3.jpg	1	n	1.124929	labor4	2015-01-20_09.43.41.537000
11	Aero05.jpg	2	n	2.506457	labor4	2015-01-20_09.43.41.537000
11	Aero07.jpg	2	n	2.684872	labor4	2015-01-20_09.43.41.537000
11	Aero06.jpg	2	n	0.941577	labor4	2015-01-20_09.43.41.537000
11	Aero04.jpg	2	n	0.940981	labor4	2015-01-20_09.43.41.537000
11	Aero02.jpg	2	n	1.089620	labor4	2015-01-20_09.43.41.537000
11	Aero03.jpg	2	n	0.933505	labor4	2015-01-20_09.43.41.537000
11	Aero08.jpg	2	n	0.770826	labor4	2015-01-20_09.43.41.537000
11	Aero01.jpg	2	n	0.955895	labor4	2015-01-20_09.43.41.537000
