ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
41	Water8.jpg	1	n	7.495956	labor5	2015-01-22_15.00.52.729000
41	Water7.jpg	1	n	2.048552	labor5	2015-01-22_15.00.52.729000
41	Water1.jpg	1	n	1.652876	labor5	2015-01-22_15.00.52.729000
41	Water5.jpg	1	n	1.343712	labor5	2015-01-22_15.00.52.729000
41	Water2.jpg	1	n	2.845686	labor5	2015-01-22_15.00.52.729000
41	Water4.jpg	1	n	1.089352	labor5	2015-01-22_15.00.52.729000
41	Water6.jpg	1	n	0.665074	labor5	2015-01-22_15.00.52.729000
41	Water3.jpg	1	j	2.286409	labor5	2015-01-22_15.00.52.729000
41	Aero04.jpg	2	n	4.365308	labor5	2015-01-22_15.00.52.729000
41	Aero08.jpg	2	j	1.611170	labor5	2015-01-22_15.00.52.729000
41	Aero03.jpg	2	n	0.961383	labor5	2015-01-22_15.00.52.729000
41	Aero01.jpg	2	n	1.557736	labor5	2015-01-22_15.00.52.729000
41	Aero07.jpg	2	n	0.737909	labor5	2015-01-22_15.00.52.729000
41	Aero06.jpg	2	n	0.717841	labor5	2015-01-22_15.00.52.729000
41	Aero02.jpg	2	n	1.136435	labor5	2015-01-22_15.00.52.729000
41	Aero05.jpg	2	n	1.452893	labor5	2015-01-22_15.00.52.729000
