ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
117	Water7.jpg	1	n	3.937349	labor2	2015-01-30_13.37.35.012000
117	Water5.jpg	1	n	0.803874	labor2	2015-01-30_13.37.35.012000
117	Water3.jpg	1	n	0.592707	labor2	2015-01-30_13.37.35.012000
117	Water4.jpg	1	n	0.680231	labor2	2015-01-30_13.37.35.012000
117	Water8.jpg	1	n	0.506366	labor2	2015-01-30_13.37.35.012000
117	Water1.jpg	1	n	0.496545	labor2	2015-01-30_13.37.35.012000
117	Water2.jpg	1	n	0.645011	labor2	2015-01-30_13.37.35.012000
117	Water6.jpg	1	n	0.743045	labor2	2015-01-30_13.37.35.012000
117	Aero03.jpg	2	n	1.087540	labor2	2015-01-30_13.37.35.012000
117	Aero04.jpg	2	n	0.498358	labor2	2015-01-30_13.37.35.012000
117	Aero08.jpg	2	n	0.367048	labor2	2015-01-30_13.37.35.012000
117	Aero02.jpg	2	n	0.561537	labor2	2015-01-30_13.37.35.012000
117	Aero05.jpg	2	n	0.824162	labor2	2015-01-30_13.37.35.012000
117	Aero07.jpg	2	n	0.535273	labor2	2015-01-30_13.37.35.012000
117	Aero01.jpg	2	n	0.486866	labor2	2015-01-30_13.37.35.012000
117	Aero06.jpg	2	n	0.436459	labor2	2015-01-30_13.37.35.012000
