ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
106	Water3.jpg	1	n	7.505441	labor2	2015-01-29_15.50.42.577000
106	Water5.jpg	1	n	2.435617	labor2	2015-01-29_15.50.42.577000
106	Water2.jpg	1	n	0.958231	labor2	2015-01-29_15.50.42.577000
106	Water6.jpg	1	n	1.403556	labor2	2015-01-29_15.50.42.577000
106	Water7.jpg	1	n	0.537257	labor2	2015-01-29_15.50.42.577000
106	Water4.jpg	1	n	1.222822	labor2	2015-01-29_15.50.42.577000
106	Water8.jpg	1	n	2.302920	labor2	2015-01-29_15.50.42.577000
106	Water1.jpg	1	n	0.824374	labor2	2015-01-29_15.50.42.577000
106	Aero01.jpg	2	n	2.639863	labor2	2015-01-29_15.50.42.577000
106	Aero06.jpg	2	n	1.684593	labor2	2015-01-29_15.50.42.577000
106	Aero04.jpg	2	n	0.810531	labor2	2015-01-29_15.50.42.577000
106	Aero02.jpg	2	n	0.671038	labor2	2015-01-29_15.50.42.577000
106	Aero08.jpg	2	n	0.603483	labor2	2015-01-29_15.50.42.577000
106	Aero03.jpg	2	n	0.728375	labor2	2015-01-29_15.50.42.577000
106	Aero05.jpg	2	n	0.738306	labor2	2015-01-29_15.50.42.577000
106	Aero07.jpg	2	n	3.175890	labor2	2015-01-29_15.50.42.577000
