ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
60	Water5.jpg	1	n	18.011502	labor4	2015-01-27_15.41.40.376000
60	Water3.jpg	1	n	4.861532	labor4	2015-01-27_15.41.40.376000
60	Water7.jpg	1	n	3.040176	labor4	2015-01-27_15.41.40.376000
60	Water4.jpg	1	n	2.344819	labor4	2015-01-27_15.41.40.376000
60	Water2.jpg	1	n	4.682736	labor4	2015-01-27_15.41.40.376000
60	Water6.jpg	1	n	6.030445	labor4	2015-01-27_15.41.40.376000
60	Water8.jpg	1	n	1.255569	labor4	2015-01-27_15.41.40.376000
60	Water1.jpg	1	n	13.931476	labor4	2015-01-27_15.41.40.376000
60	Aero04.jpg	2	n	4.400638	labor4	2015-01-27_15.41.40.376000
60	Aero06.jpg	2	n	3.202639	labor4	2015-01-27_15.41.40.376000
60	Aero02.jpg	2	n	1.385708	labor4	2015-01-27_15.41.40.376000
60	Aero05.jpg	2	n	1.281098	labor4	2015-01-27_15.41.40.376000
60	Aero03.jpg	2	n	7.322202	labor4	2015-01-27_15.41.40.376000
60	Aero07.jpg	2	n	7.421211	labor4	2015-01-27_15.41.40.376000
60	Aero08.jpg	2	n	8.138530	labor4	2015-01-27_15.41.40.376000
60	Aero01.jpg	2	n	2.152064	labor4	2015-01-27_15.41.40.376000
