ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
69	Water5.jpg	1	n	3.794190	labor5	2015-01-28_12.21.22.282000
69	Water2.jpg	1	j	3.827022	labor5	2015-01-28_12.21.22.282000
69	Water4.jpg	1	n	1.100615	labor5	2015-01-28_12.21.22.282000
69	Water3.jpg	1	n	2.746700	labor5	2015-01-28_12.21.22.282000
69	Water6.jpg	1	j	0.956318	labor5	2015-01-28_12.21.22.282000
69	Water7.jpg	1	n	0.776247	labor5	2015-01-28_12.21.22.282000
69	Water8.jpg	1	n	0.978926	labor5	2015-01-28_12.21.22.282000
69	Water1.jpg	1	n	1.303025	labor5	2015-01-28_12.21.22.282000
69	Aero08.jpg	2	n	1.749536	labor5	2015-01-28_12.21.22.282000
69	Aero06.jpg	2	j	2.851166	labor5	2015-01-28_12.21.22.282000
69	Aero04.jpg	2	n	1.665633	labor5	2015-01-28_12.21.22.282000
69	Aero03.jpg	2	n	1.420527	labor5	2015-01-28_12.21.22.282000
69	Aero07.jpg	2	n	1.217869	labor5	2015-01-28_12.21.22.282000
69	Aero05.jpg	2	n	0.559417	labor5	2015-01-28_12.21.22.282000
69	Aero01.jpg	2	n	1.164354	labor5	2015-01-28_12.21.22.282000
69	Aero02.jpg	2	n	0.569428	labor5	2015-01-28_12.21.22.282000
