ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
35	Water7.jpg	1	n	4.716484	labor2	2015-01-22_11.16.33.479000
35	Water2.jpg	1	n	0.939619	labor2	2015-01-22_11.16.33.479000
35	Water5.jpg	1	n	0.824851	labor2	2015-01-22_11.16.33.479000
35	Water8.jpg	1	n	0.840358	labor2	2015-01-22_11.16.33.479000
35	Water4.jpg	1	n	0.622550	labor2	2015-01-22_11.16.33.479000
35	Water3.jpg	1	n	0.712486	labor2	2015-01-22_11.16.33.479000
35	Water6.jpg	1	n	0.558154	labor2	2015-01-22_11.16.33.479000
35	Water1.jpg	1	n	0.811663	labor2	2015-01-22_11.16.33.479000
35	Aero04.jpg	2	n	1.367218	labor2	2015-01-22_11.16.33.479000
35	Aero02.jpg	2	n	0.497047	labor2	2015-01-22_11.16.33.479000
35	Aero01.jpg	2	n	0.638402	labor2	2015-01-22_11.16.33.479000
35	Aero08.jpg	2	n	0.573563	labor2	2015-01-22_11.16.33.479000
35	Aero05.jpg	2	n	0.588013	labor2	2015-01-22_11.16.33.479000
35	Aero03.jpg	2	n	0.675242	labor2	2015-01-22_11.16.33.479000
35	Aero06.jpg	2	n	0.668859	labor2	2015-01-22_11.16.33.479000
35	Aero07.jpg	2	n	0.739666	labor2	2015-01-22_11.16.33.479000
