ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
98	Water3.jpg	1	n	3.469980	labor8	2015-01-29_14.30.29.272000
98	Water4.jpg	1	n	1.093162	labor8	2015-01-29_14.30.29.272000
98	Water8.jpg	1	n	0.749772	labor8	2015-01-29_14.30.29.272000
98	Water5.jpg	1	n	0.636657	labor8	2015-01-29_14.30.29.272000
98	Water7.jpg	1	n	1.225412	labor8	2015-01-29_14.30.29.272000
98	Water2.jpg	1	n	1.237984	labor8	2015-01-29_14.30.29.272000
98	Water1.jpg	1	n	0.736374	labor8	2015-01-29_14.30.29.272000
98	Water6.jpg	1	n	0.775231	labor8	2015-01-29_14.30.29.272000
98	Aero02.jpg	2	n	0.812506	labor8	2015-01-29_14.30.29.272000
98	Aero04.jpg	2	n	0.568002	labor8	2015-01-29_14.30.29.272000
98	Aero03.jpg	2	n	0.488750	labor8	2015-01-29_14.30.29.272000
98	Aero07.jpg	2	n	0.430351	labor8	2015-01-29_14.30.29.272000
98	Aero08.jpg	2	n	0.330041	labor8	2015-01-29_14.30.29.272000
98	Aero05.jpg	2	n	0.395383	labor8	2015-01-29_14.30.29.272000
98	Aero06.jpg	2	n	0.344769	labor8	2015-01-29_14.30.29.272000
98	Aero01.jpg	2	n	0.859650	labor8	2015-01-29_14.30.29.272000
