ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
4	Water8.jpg	1	n	3.399000	labor2	2015-01-15_15.33.48.600000
4	Water2.jpg	1	j	2.009352	labor2	2015-01-15_15.33.48.600000
4	Water4.jpg	1	j	2.145373	labor2	2015-01-15_15.33.48.600000
4	Water5.jpg	1	j	4.668098	labor2	2015-01-15_15.33.48.600000
4	Water1.jpg	1	n	0.989534	labor2	2015-01-15_15.33.48.600000
4	Water3.jpg	1	n	1.205399	labor2	2015-01-15_15.33.48.600000
4	Water6.jpg	1	j	1.258039	labor2	2015-01-15_15.33.48.600000
4	Water7.jpg	1	n	5.698080	labor2	2015-01-15_15.33.48.600000
4	Aero05.jpg	2	n	2.635807	labor2	2015-01-15_15.33.48.600000
4	Aero06.jpg	2	n	1.838290	labor2	2015-01-15_15.33.48.600000
4	Aero08.jpg	2	n	1.212576	labor2	2015-01-15_15.33.48.600000
4	Aero04.jpg	2	n	4.512637	labor2	2015-01-15_15.33.48.600000
4	Aero02.jpg	2	n	0.893298	labor2	2015-01-15_15.33.48.600000
4	Aero03.jpg	2	n	1.431536	labor2	2015-01-15_15.33.48.600000
4	Aero01.jpg	2	n	1.047612	labor2	2015-01-15_15.33.48.600000
4	Aero07.jpg	2	n	0.899414	labor2	2015-01-15_15.33.48.600000
