ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
13	Water2.jpg	1	n	3.014421	labor8	2015-01-20_10.30.50.310000
13	Water6.jpg	1	n	3.206307	labor8	2015-01-20_10.30.50.310000
13	Water8.jpg	1	n	1.444567	labor8	2015-01-20_10.30.50.310000
13	Water3.jpg	1	n	1.194840	labor8	2015-01-20_10.30.50.310000
13	Water7.jpg	1	n	0.603572	labor8	2015-01-20_10.30.50.310000
13	Water5.jpg	1	n	0.350752	labor8	2015-01-20_10.30.50.310000
13	Water1.jpg	1	n	0.961738	labor8	2015-01-20_10.30.50.310000
13	Water4.jpg	1	n	0.547367	labor8	2015-01-20_10.30.50.310000
13	Aero07.jpg	2	n	1.238623	labor8	2015-01-20_10.30.50.310000
13	Aero03.jpg	2	n	0.352170	labor8	2015-01-20_10.30.50.310000
13	Aero05.jpg	2	n	0.254688	labor8	2015-01-20_10.30.50.310000
13	Aero06.jpg	2	n	0.255251	labor8	2015-01-20_10.30.50.310000
13	Aero08.jpg	2	n	0.277633	labor8	2015-01-20_10.30.50.310000
13	Aero02.jpg	2	n	0.369228	labor8	2015-01-20_10.30.50.310000
13	Aero04.jpg	2	n	0.569443	labor8	2015-01-20_10.30.50.310000
13	Aero01.jpg	2	n	0.595447	labor8	2015-01-20_10.30.50.310000
