ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
51	Water7.jpg	1	n	6.014974	labor5	2015-01-26_13.58.47.656000
51	Water6.jpg	1	n	2.510562	labor5	2015-01-26_13.58.47.656000
51	Water2.jpg	1	n	0.894912	labor5	2015-01-26_13.58.47.656000
51	Water4.jpg	1	n	2.114823	labor5	2015-01-26_13.58.47.656000
51	Water5.jpg	1	n	0.682740	labor5	2015-01-26_13.58.47.656000
51	Water8.jpg	1	n	1.339828	labor5	2015-01-26_13.58.47.656000
51	Water1.jpg	1	n	0.858074	labor5	2015-01-26_13.58.47.656000
51	Water3.jpg	1	n	0.791003	labor5	2015-01-26_13.58.47.656000
51	Aero01.jpg	2	n	2.740118	labor5	2015-01-26_13.58.47.656000
51	Aero05.jpg	2	n	0.697843	labor5	2015-01-26_13.58.47.656000
51	Aero03.jpg	2	n	0.408897	labor5	2015-01-26_13.58.47.656000
51	Aero06.jpg	2	n	0.512531	labor5	2015-01-26_13.58.47.656000
51	Aero08.jpg	2	n	0.529771	labor5	2015-01-26_13.58.47.656000
51	Aero04.jpg	2	n	0.690944	labor5	2015-01-26_13.58.47.656000
51	Aero07.jpg	2	n	0.500392	labor5	2015-01-26_13.58.47.656000
51	Aero02.jpg	2	n	0.500540	labor5	2015-01-26_13.58.47.656000
