ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
59	Water5.jpg	1	n	2.906049	labor2	2015-01-27_14.18.00.853000
59	Water1.jpg	1	n	2.429266	labor2	2015-01-27_14.18.00.853000
59	Water4.jpg	1	n	0.866861	labor2	2015-01-27_14.18.00.853000
59	Water6.jpg	1	n	0.403595	labor2	2015-01-27_14.18.00.853000
59	Water2.jpg	1	n	0.435205	labor2	2015-01-27_14.18.00.853000
59	Water3.jpg	1	n	0.739685	labor2	2015-01-27_14.18.00.853000
59	Water7.jpg	1	n	0.280062	labor2	2015-01-27_14.18.00.853000
59	Water8.jpg	1	n	0.318343	labor2	2015-01-27_14.18.00.853000
59	Aero05.jpg	2	n	1.468534	labor2	2015-01-27_14.18.00.853000
59	Aero04.jpg	2	n	0.363257	labor2	2015-01-27_14.18.00.853000
59	Aero03.jpg	2	n	0.331508	labor2	2015-01-27_14.18.00.853000
59	Aero08.jpg	2	n	0.926633	labor2	2015-01-27_14.18.00.853000
59	Aero02.jpg	2	n	0.173276	labor2	2015-01-27_14.18.00.853000
59	Aero07.jpg	2	n	0.206531	labor2	2015-01-27_14.18.00.853000
59	Aero01.jpg	2	n	0.261956	labor2	2015-01-27_14.18.00.853000
59	Aero06.jpg	2	n	0.246729	labor2	2015-01-27_14.18.00.853000
