ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
79	Water7.jpg	1	n	5.463619	labor5	2015-01-29_09.04.23.669000
79	Water2.jpg	1	n	1.985561	labor5	2015-01-29_09.04.23.669000
79	Water4.jpg	1	n	1.421201	labor5	2015-01-29_09.04.23.669000
79	Water8.jpg	1	n	1.147735	labor5	2015-01-29_09.04.23.669000
79	Water5.jpg	1	n	2.052789	labor5	2015-01-29_09.04.23.669000
79	Water3.jpg	1	n	2.344887	labor5	2015-01-29_09.04.23.669000
79	Water6.jpg	1	n	1.494166	labor5	2015-01-29_09.04.23.669000
79	Water1.jpg	1	n	1.040438	labor5	2015-01-29_09.04.23.669000
79	Aero07.jpg	2	n	2.633086	labor5	2015-01-29_09.04.23.669000
79	Aero06.jpg	2	n	0.439161	labor5	2015-01-29_09.04.23.669000
79	Aero04.jpg	2	n	0.534985	labor5	2015-01-29_09.04.23.669000
79	Aero05.jpg	2	n	0.665808	labor5	2015-01-29_09.04.23.669000
79	Aero03.jpg	2	n	0.582916	labor5	2015-01-29_09.04.23.669000
79	Aero08.jpg	2	n	1.379764	labor5	2015-01-29_09.04.23.669000
79	Aero01.jpg	2	n	0.431596	labor5	2015-01-29_09.04.23.669000
79	Aero02.jpg	2	n	0.471323	labor5	2015-01-29_09.04.23.669000
