ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
23	Water3.jpg	1	j	3.595248	labor5	2015-01-20_17.09.53.537000
23	Water2.jpg	1	j	2.135080	labor5	2015-01-20_17.09.53.537000
23	Water4.jpg	1	n	2.200930	labor5	2015-01-20_17.09.53.537000
23	Water8.jpg	1	n	1.657178	labor5	2015-01-20_17.09.53.537000
23	Water6.jpg	1	j	1.446770	labor5	2015-01-20_17.09.53.537000
23	Water1.jpg	1	n	0.972381	labor5	2015-01-20_17.09.53.537000
23	Water5.jpg	1	n	0.929589	labor5	2015-01-20_17.09.53.537000
23	Water7.jpg	1	n	0.684850	labor5	2015-01-20_17.09.53.537000
23	Aero04.jpg	2	n	1.405397	labor5	2015-01-20_17.09.53.537000
23	Aero03.jpg	2	n	0.571545	labor5	2015-01-20_17.09.53.537000
23	Aero05.jpg	2	n	0.809016	labor5	2015-01-20_17.09.53.537000
23	Aero01.jpg	2	n	0.669698	labor5	2015-01-20_17.09.53.537000
23	Aero06.jpg	2	n	0.565438	labor5	2015-01-20_17.09.53.537000
23	Aero07.jpg	2	n	1.518523	labor5	2015-01-20_17.09.53.537000
23	Aero08.jpg	2	n	0.457565	labor5	2015-01-20_17.09.53.537000
23	Aero02.jpg	2	n	0.319970	labor5	2015-01-20_17.09.53.537000
