ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
3	Water3.jpg	1	n	7.455891	labor1	2015-01-15_15.32.48.371000
3	Water2.jpg	1	n	1.577093	labor1	2015-01-15_15.32.48.371000
3	Water8.jpg	1	n	1.204946	labor1	2015-01-15_15.32.48.371000
3	Water6.jpg	1	n	1.251675	labor1	2015-01-15_15.32.48.371000
3	Water5.jpg	1	n	1.674184	labor1	2015-01-15_15.32.48.371000
3	Water4.jpg	1	n	1.657213	labor1	2015-01-15_15.32.48.371000
3	Water1.jpg	1	n	0.965752	labor1	2015-01-15_15.32.48.371000
3	Water7.jpg	1	n	4.343547	labor1	2015-01-15_15.32.48.371000
3	Aero01.jpg	2	n	2.603498	labor1	2015-01-15_15.32.48.371000
3	Aero02.jpg	2	n	2.615802	labor1	2015-01-15_15.32.48.371000
3	Aero08.jpg	2	n	1.958476	labor1	2015-01-15_15.32.48.371000
3	Aero03.jpg	2	j	2.107433	labor1	2015-01-15_15.32.48.371000
3	Aero07.jpg	2	n	4.384498	labor1	2015-01-15_15.32.48.371000
3	Aero06.jpg	2	n	1.326065	labor1	2015-01-15_15.32.48.371000
3	Aero04.jpg	2	n	1.883829	labor1	2015-01-15_15.32.48.371000
3	Aero05.jpg	2	n	1.853089	labor1	2015-01-15_15.32.48.371000
