ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
78	Water1.jpg	1	n	3.212340	labor8	2015-01-28_15.29.02.084000
78	Water4.jpg	1	n	0.633211	labor8	2015-01-28_15.29.02.084000
78	Water2.jpg	1	n	0.639147	labor8	2015-01-28_15.29.02.084000
78	Water3.jpg	1	n	0.405828	labor8	2015-01-28_15.29.02.084000
78	Water6.jpg	1	n	0.347632	labor8	2015-01-28_15.29.02.084000
78	Water5.jpg	1	n	0.511379	labor8	2015-01-28_15.29.02.084000
78	Water7.jpg	1	n	0.339470	labor8	2015-01-28_15.29.02.084000
78	Water8.jpg	1	n	0.348814	labor8	2015-01-28_15.29.02.084000
78	Aero04.jpg	2	n	3.499960	labor8	2015-01-28_15.29.02.084000
78	Aero06.jpg	2	n	0.307899	labor8	2015-01-28_15.29.02.084000
78	Aero07.jpg	2	n	0.267868	labor8	2015-01-28_15.29.02.084000
78	Aero01.jpg	2	n	0.255245	labor8	2015-01-28_15.29.02.084000
78	Aero05.jpg	2	n	0.253979	labor8	2015-01-28_15.29.02.084000
78	Aero02.jpg	2	n	0.251788	labor8	2015-01-28_15.29.02.084000
78	Aero03.jpg	2	n	0.301470	labor8	2015-01-28_15.29.02.084000
78	Aero08.jpg	2	n	0.270967	labor8	2015-01-28_15.29.02.084000
