ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
134	Water1.jpg	1	n	8.565943	labor5	2015-02-05_11.55.08.896000
134	Water2.jpg	1	n	1.744415	labor5	2015-02-05_11.55.08.896000
134	Water8.jpg	1	n	0.529499	labor5	2015-02-05_11.55.08.896000
134	Water7.jpg	1	n	0.742588	labor5	2015-02-05_11.55.08.896000
134	Water3.jpg	1	n	1.089996	labor5	2015-02-05_11.55.08.896000
134	Water4.jpg	1	n	0.520062	labor5	2015-02-05_11.55.08.896000
134	Water5.jpg	1	n	0.614259	labor5	2015-02-05_11.55.08.896000
134	Water6.jpg	1	n	0.746142	labor5	2015-02-05_11.55.08.896000
134	Aero08.jpg	2	j	4.571954	labor5	2015-02-05_11.55.08.896000
134	Aero03.jpg	2	n	1.147938	labor5	2015-02-05_11.55.08.896000
134	Aero07.jpg	2	j	1.508843	labor5	2015-02-05_11.55.08.896000
134	Aero05.jpg	2	n	0.918840	labor5	2015-02-05_11.55.08.896000
134	Aero04.jpg	2	n	0.994764	labor5	2015-02-05_11.55.08.896000
134	Aero01.jpg	2	n	1.120598	labor5	2015-02-05_11.55.08.896000
134	Aero06.jpg	2	n	1.232575	labor5	2015-02-05_11.55.08.896000
134	Aero02.jpg	2	n	0.935807	labor5	2015-02-05_11.55.08.896000
