ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
120	Water8.jpg	1	n	3.373159	labor4	2015-02-02_12.15.03.060000
120	Water7.jpg	1	n	0.858158	labor4	2015-02-02_12.15.03.060000
120	Water6.jpg	1	n	2.796326	labor4	2015-02-02_12.15.03.060000
120	Water1.jpg	1	n	0.833207	labor4	2015-02-02_12.15.03.060000
120	Water3.jpg	1	n	0.511117	labor4	2015-02-02_12.15.03.060000
120	Water5.jpg	1	n	0.616683	labor4	2015-02-02_12.15.03.060000
120	Water2.jpg	1	n	1.123134	labor4	2015-02-02_12.15.03.060000
120	Water4.jpg	1	n	0.904864	labor4	2015-02-02_12.15.03.060000
120	Aero03.jpg	2	n	0.961625	labor4	2015-02-02_12.15.03.060000
120	Aero07.jpg	2	n	0.328673	labor4	2015-02-02_12.15.03.060000
120	Aero01.jpg	2	n	0.289130	labor4	2015-02-02_12.15.03.060000
120	Aero04.jpg	2	n	0.270604	labor4	2015-02-02_12.15.03.060000
120	Aero08.jpg	2	n	0.340087	labor4	2015-02-02_12.15.03.060000
120	Aero05.jpg	2	n	0.312543	labor4	2015-02-02_12.15.03.060000
120	Aero06.jpg	2	n	0.757039	labor4	2015-02-02_12.15.03.060000
120	Aero02.jpg	2	n	0.382695	labor4	2015-02-02_12.15.03.060000
