ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
138	Water7.jpg	1	n	4.635473	labor5	2015-02-05_15.45.00.568000
138	Water6.jpg	1	n	1.734166	labor5	2015-02-05_15.45.00.568000
138	Water3.jpg	1	j	4.307636	labor5	2015-02-05_15.45.00.568000
138	Water5.jpg	1	n	1.894780	labor5	2015-02-05_15.45.00.568000
138	Water2.jpg	1	n	1.327576	labor5	2015-02-05_15.45.00.568000
138	Water1.jpg	1	n	1.086424	labor5	2015-02-05_15.45.00.568000
138	Water4.jpg	1	n	1.073317	labor5	2015-02-05_15.45.00.568000
138	Water8.jpg	1	n	0.767306	labor5	2015-02-05_15.45.00.568000
138	Aero03.jpg	2	j	2.177913	labor5	2015-02-05_15.45.00.568000
138	Aero05.jpg	2	n	1.655527	labor5	2015-02-05_15.45.00.568000
138	Aero01.jpg	2	n	0.605040	labor5	2015-02-05_15.45.00.568000
138	Aero04.jpg	2	n	0.661394	labor5	2015-02-05_15.45.00.568000
138	Aero06.jpg	2	n	0.818523	labor5	2015-02-05_15.45.00.568000
138	Aero08.jpg	2	n	0.616432	labor5	2015-02-05_15.45.00.568000
138	Aero02.jpg	2	n	0.291211	labor5	2015-02-05_15.45.00.568000
138	Aero07.jpg	2	n	0.684068	labor5	2015-02-05_15.45.00.568000
