ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
86	Water1.jpg	1	n	3.883369	labor8	2015-01-29_11.27.30.465000
86	Water5.jpg	1	n	1.141975	labor8	2015-01-29_11.27.30.465000
86	Water7.jpg	1	n	0.858079	labor8	2015-01-29_11.27.30.465000
86	Water2.jpg	1	n	1.047350	labor8	2015-01-29_11.27.30.465000
86	Water6.jpg	1	n	0.931317	labor8	2015-01-29_11.27.30.465000
86	Water4.jpg	1	n	0.749588	labor8	2015-01-29_11.27.30.465000
86	Water8.jpg	1	n	0.780428	labor8	2015-01-29_11.27.30.465000
86	Water3.jpg	1	n	0.512615	labor8	2015-01-29_11.27.30.465000
86	Aero07.jpg	2	n	1.090326	labor8	2015-01-29_11.27.30.465000
86	Aero01.jpg	2	n	0.534949	labor8	2015-01-29_11.27.30.465000
86	Aero05.jpg	2	n	0.700133	labor8	2015-01-29_11.27.30.465000
86	Aero03.jpg	2	n	1.625459	labor8	2015-01-29_11.27.30.465000
86	Aero08.jpg	2	n	0.510769	labor8	2015-01-29_11.27.30.465000
86	Aero04.jpg	2	n	0.461114	labor8	2015-01-29_11.27.30.465000
86	Aero02.jpg	2	n	0.531072	labor8	2015-01-29_11.27.30.465000
86	Aero06.jpg	2	n	0.852081	labor8	2015-01-29_11.27.30.465000
