ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
108	Water1.jpg	1	j	5.292457	labor6	2015-01-29_15.51.58.188000
108	Water2.jpg	1	j	2.742483	labor6	2015-01-29_15.51.58.188000
108	Water7.jpg	1	j	1.316264	labor6	2015-01-29_15.51.58.188000
108	Water6.jpg	1	j	0.804786	labor6	2015-01-29_15.51.58.188000
108	Water4.jpg	1	j	0.772333	labor6	2015-01-29_15.51.58.188000
108	Water8.jpg	1	j	1.356448	labor6	2015-01-29_15.51.58.188000
108	Water3.jpg	1	j	0.768610	labor6	2015-01-29_15.51.58.188000
108	Water5.jpg	1	j	0.756523	labor6	2015-01-29_15.51.58.188000
108	Aero01.jpg	2	n	10.257639	labor6	2015-01-29_15.51.58.188000
108	Aero08.jpg	2	n	1.735293	labor6	2015-01-29_15.51.58.188000
108	Aero05.jpg	2	n	2.314853	labor6	2015-01-29_15.51.58.188000
108	Aero02.jpg	2	n	2.024647	labor6	2015-01-29_15.51.58.188000
108	Aero06.jpg	2	n	2.245545	labor6	2015-01-29_15.51.58.188000
108	Aero04.jpg	2	n	3.653408	labor6	2015-01-29_15.51.58.188000
108	Aero03.jpg	2	j	4.546691	labor6	2015-01-29_15.51.58.188000
108	Aero07.jpg	2	n	3.503535	labor6	2015-01-29_15.51.58.188000
