ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
90	Water4.jpg	1	n	3.757793	labor1	2015-01-29_11.50.59.760000
90	Water7.jpg	1	j	3.871475	labor1	2015-01-29_11.50.59.760000
90	Water6.jpg	1	j	1.455315	labor1	2015-01-29_11.50.59.760000
90	Water1.jpg	1	n	0.945999	labor1	2015-01-29_11.50.59.760000
90	Water5.jpg	1	n	0.827350	labor1	2015-01-29_11.50.59.760000
90	Water8.jpg	1	n	0.915655	labor1	2015-01-29_11.50.59.760000
90	Water3.jpg	1	n	2.888477	labor1	2015-01-29_11.50.59.760000
90	Water2.jpg	1	n	2.034308	labor1	2015-01-29_11.50.59.760000
90	Aero04.jpg	2	j	2.083790	labor1	2015-01-29_11.50.59.760000
90	Aero01.jpg	2	n	0.924041	labor1	2015-01-29_11.50.59.760000
90	Aero08.jpg	2	n	0.867014	labor1	2015-01-29_11.50.59.760000
90	Aero02.jpg	2	n	0.638481	labor1	2015-01-29_11.50.59.760000
90	Aero03.jpg	2	j	1.388017	labor1	2015-01-29_11.50.59.760000
90	Aero07.jpg	2	n	0.602006	labor1	2015-01-29_11.50.59.760000
90	Aero05.jpg	2	n	1.015692	labor1	2015-01-29_11.50.59.760000
90	Aero06.jpg	2	n	1.005907	labor1	2015-01-29_11.50.59.760000
