ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
100	Water3.jpg	1	n	5.110884	labor6	2015-01-29_14.40.18.399000
100	Water6.jpg	1	j	4.092329	labor6	2015-01-29_14.40.18.399000
100	Water5.jpg	1	n	2.550718	labor6	2015-01-29_14.40.18.399000
100	Water2.jpg	1	j	1.595433	labor6	2015-01-29_14.40.18.399000
100	Water4.jpg	1	j	2.198614	labor6	2015-01-29_14.40.18.399000
100	Water8.jpg	1	n	1.090267	labor6	2015-01-29_14.40.18.399000
100	Water1.jpg	1	n	0.896015	labor6	2015-01-29_14.40.18.399000
100	Water7.jpg	1	j	2.364991	labor6	2015-01-29_14.40.18.399000
100	Aero08.jpg	2	n	1.949648	labor6	2015-01-29_14.40.18.399000
100	Aero02.jpg	2	n	1.247472	labor6	2015-01-29_14.40.18.399000
100	Aero05.jpg	2	n	1.094976	labor6	2015-01-29_14.40.18.399000
100	Aero01.jpg	2	n	0.739565	labor6	2015-01-29_14.40.18.399000
100	Aero07.jpg	2	n	1.351980	labor6	2015-01-29_14.40.18.399000
100	Aero04.jpg	2	n	1.321452	labor6	2015-01-29_14.40.18.399000
100	Aero03.jpg	2	n	1.444360	labor6	2015-01-29_14.40.18.399000
100	Aero06.jpg	2	n	0.871300	labor6	2015-01-29_14.40.18.399000
