ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
10	Water5.jpg	1	n	4.603666	labor1	2015-01-20_09.42.46.137000
10	Water3.jpg	1	j	3.126189	labor1	2015-01-20_09.42.46.137000
10	Water7.jpg	1	n	0.595950	labor1	2015-01-20_09.42.46.137000
10	Water4.jpg	1	n	0.825111	labor1	2015-01-20_09.42.46.137000
10	Water6.jpg	1	n	0.833930	labor1	2015-01-20_09.42.46.137000
10	Water2.jpg	1	j	2.007297	labor1	2015-01-20_09.42.46.137000
10	Water1.jpg	1	n	0.623977	labor1	2015-01-20_09.42.46.137000
10	Water8.jpg	1	n	0.600534	labor1	2015-01-20_09.42.46.137000
10	Aero02.jpg	2	n	1.742417	labor1	2015-01-20_09.42.46.137000
10	Aero03.jpg	2	n	0.753570	labor1	2015-01-20_09.42.46.137000
10	Aero07.jpg	2	j	4.077897	labor1	2015-01-20_09.42.46.137000
10	Aero04.jpg	2	n	0.631444	labor1	2015-01-20_09.42.46.137000
10	Aero05.jpg	2	n	0.618275	labor1	2015-01-20_09.42.46.137000
10	Aero08.jpg	2	n	0.885617	labor1	2015-01-20_09.42.46.137000
10	Aero01.jpg	2	n	1.017374	labor1	2015-01-20_09.42.46.137000
10	Aero06.jpg	2	n	0.993933	labor1	2015-01-20_09.42.46.137000
