ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
139	Water3.jpg	1	n	4.678088	labor4	2015-02-05_15.44.45.485000
139	Water6.jpg	1	j	5.952717	labor4	2015-02-05_15.44.45.485000
139	Water1.jpg	1	n	0.842788	labor4	2015-02-05_15.44.45.485000
139	Water7.jpg	1	n	3.021585	labor4	2015-02-05_15.44.45.485000
139	Water2.jpg	1	n	1.228458	labor4	2015-02-05_15.44.45.485000
139	Water4.jpg	1	n	0.905279	labor4	2015-02-05_15.44.45.485000
139	Water5.jpg	1	n	0.860684	labor4	2015-02-05_15.44.45.485000
139	Water8.jpg	1	n	1.028909	labor4	2015-02-05_15.44.45.485000
139	Aero06.jpg	2	n	1.320802	labor4	2015-02-05_15.44.45.485000
139	Aero05.jpg	2	n	1.565265	labor4	2015-02-05_15.44.45.485000
139	Aero03.jpg	2	n	0.707214	labor4	2015-02-05_15.44.45.485000
139	Aero01.jpg	2	n	0.806097	labor4	2015-02-05_15.44.45.485000
139	Aero08.jpg	2	n	0.820687	labor4	2015-02-05_15.44.45.485000
139	Aero07.jpg	2	n	1.035907	labor4	2015-02-05_15.44.45.485000
139	Aero04.jpg	2	n	1.306694	labor4	2015-02-05_15.44.45.485000
139	Aero02.jpg	2	n	1.030012	labor4	2015-02-05_15.44.45.485000
