ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
21	Water7.jpg	1	n	5.103635	labor1	2015-01-20_16.29.59.777000
21	Water5.jpg	1	n	1.834326	labor1	2015-01-20_16.29.59.777000
21	Water1.jpg	1	n	1.296522	labor1	2015-01-20_16.29.59.777000
21	Water2.jpg	1	n	3.582006	labor1	2015-01-20_16.29.59.777000
21	Water6.jpg	1	n	2.639349	labor1	2015-01-20_16.29.59.777000
21	Water4.jpg	1	j	1.919564	labor1	2015-01-20_16.29.59.777000
21	Water8.jpg	1	n	2.012607	labor1	2015-01-20_16.29.59.777000
21	Water3.jpg	1	n	1.992575	labor1	2015-01-20_16.29.59.777000
21	Aero04.jpg	2	n	3.075492	labor1	2015-01-20_16.29.59.777000
21	Aero05.jpg	2	n	3.333206	labor1	2015-01-20_16.29.59.777000
21	Aero07.jpg	2	n	2.884270	labor1	2015-01-20_16.29.59.777000
21	Aero03.jpg	2	n	1.577798	labor1	2015-01-20_16.29.59.777000
21	Aero08.jpg	2	j	1.341193	labor1	2015-01-20_16.29.59.777000
21	Aero01.jpg	2	n	0.980602	labor1	2015-01-20_16.29.59.777000
21	Aero02.jpg	2	j	1.902110	labor1	2015-01-20_16.29.59.777000
21	Aero06.jpg	2	n	0.931081	labor1	2015-01-20_16.29.59.777000
