ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
89	Water8.jpg	1	n	5.737773	labor6	2015-01-29_11.49.13.550000
89	Water6.jpg	1	n	4.111329	labor6	2015-01-29_11.49.13.550000
89	Water2.jpg	1	n	1.778582	labor6	2015-01-29_11.49.13.550000
89	Water4.jpg	1	n	2.213892	labor6	2015-01-29_11.49.13.550000
89	Water3.jpg	1	n	1.374792	labor6	2015-01-29_11.49.13.550000
89	Water1.jpg	1	n	1.160842	labor6	2015-01-29_11.49.13.550000
89	Water7.jpg	1	n	1.089049	labor6	2015-01-29_11.49.13.550000
89	Water5.jpg	1	n	1.280486	labor6	2015-01-29_11.49.13.550000
89	Aero07.jpg	2	n	6.041799	labor6	2015-01-29_11.49.13.550000
89	Aero03.jpg	2	n	1.136031	labor6	2015-01-29_11.49.13.550000
89	Aero08.jpg	2	n	1.178957	labor6	2015-01-29_11.49.13.550000
89	Aero06.jpg	2	n	2.005489	labor6	2015-01-29_11.49.13.550000
89	Aero01.jpg	2	n	0.989960	labor6	2015-01-29_11.49.13.550000
89	Aero02.jpg	2	n	2.129873	labor6	2015-01-29_11.49.13.550000
89	Aero05.jpg	2	n	1.823347	labor6	2015-01-29_11.49.13.550000
89	Aero04.jpg	2	n	1.244714	labor6	2015-01-29_11.49.13.550000
