ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
62	Water4.jpg	1	n	16.729413	labor2	2015-01-27_15.48.41.550000
62	Water6.jpg	1	n	2.762412	labor2	2015-01-27_15.48.41.550000
62	Water7.jpg	1	n	1.216410	labor2	2015-01-27_15.48.41.550000
62	Water3.jpg	1	n	0.971046	labor2	2015-01-27_15.48.41.550000
62	Water5.jpg	1	n	0.635127	labor2	2015-01-27_15.48.41.550000
62	Water2.jpg	1	n	0.704934	labor2	2015-01-27_15.48.41.550000
62	Water1.jpg	1	n	0.670168	labor2	2015-01-27_15.48.41.550000
62	Water8.jpg	1	n	0.623940	labor2	2015-01-27_15.48.41.550000
62	Aero03.jpg	2	n	3.985523	labor2	2015-01-27_15.48.41.550000
62	Aero05.jpg	2	n	0.728000	labor2	2015-01-27_15.48.41.550000
62	Aero08.jpg	2	n	0.624002	labor2	2015-01-27_15.48.41.550000
62	Aero06.jpg	2	n	0.511192	labor2	2015-01-27_15.48.41.550000
62	Aero04.jpg	2	n	0.607387	labor2	2015-01-27_15.48.41.550000
62	Aero01.jpg	2	n	0.594104	labor2	2015-01-27_15.48.41.550000
62	Aero02.jpg	2	n	0.830097	labor2	2015-01-27_15.48.41.550000
62	Aero07.jpg	2	n	0.556188	labor2	2015-01-27_15.48.41.550000
