ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
96	Water1.jpg	1	n	3.575106	labor2	2015-01-29_14.21.51.798000
96	Water2.jpg	1	n	1.370772	labor2	2015-01-29_14.21.51.798000
96	Water3.jpg	1	n	1.102762	labor2	2015-01-29_14.21.51.798000
96	Water5.jpg	1	n	1.272081	labor2	2015-01-29_14.21.51.798000
96	Water6.jpg	1	n	0.583977	labor2	2015-01-29_14.21.51.798000
96	Water7.jpg	1	n	0.382285	labor2	2015-01-29_14.21.51.798000
96	Water4.jpg	1	n	0.422462	labor2	2015-01-29_14.21.51.798000
96	Water8.jpg	1	n	0.692183	labor2	2015-01-29_14.21.51.798000
96	Aero02.jpg	2	n	0.403803	labor2	2015-01-29_14.21.51.798000
96	Aero08.jpg	2	n	0.301639	labor2	2015-01-29_14.21.51.798000
96	Aero03.jpg	2	n	0.279846	labor2	2015-01-29_14.21.51.798000
96	Aero07.jpg	2	n	0.271212	labor2	2015-01-29_14.21.51.798000
96	Aero04.jpg	2	n	0.552609	labor2	2015-01-29_14.21.51.798000
96	Aero01.jpg	2	n	0.278592	labor2	2015-01-29_14.21.51.798000
96	Aero05.jpg	2	n	0.251060	labor2	2015-01-29_14.21.51.798000
96	Aero06.jpg	2	n	0.315114	labor2	2015-01-29_14.21.51.798000
