ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
5	Water7.jpg	1	n	4.976484	labor8	2015-01-15_15.33.48.040000
5	Water3.jpg	1	n	4.119215	labor8	2015-01-15_15.33.48.040000
5	Water2.jpg	1	n	0.803611	labor8	2015-01-15_15.33.48.040000
5	Water1.jpg	1	n	0.758440	labor8	2015-01-15_15.33.48.040000
5	Water6.jpg	1	n	2.740726	labor8	2015-01-15_15.33.48.040000
5	Water4.jpg	1	n	0.893426	labor8	2015-01-15_15.33.48.040000
5	Water5.jpg	1	n	0.757293	labor8	2015-01-15_15.33.48.040000
5	Water8.jpg	1	n	0.703221	labor8	2015-01-15_15.33.48.040000
5	Aero02.jpg	2	n	1.869222	labor8	2015-01-15_15.33.48.040000
5	Aero03.jpg	2	n	0.892174	labor8	2015-01-15_15.33.48.040000
5	Aero07.jpg	2	n	0.965538	labor8	2015-01-15_15.33.48.040000
5	Aero01.jpg	2	n	1.471757	labor8	2015-01-15_15.33.48.040000
5	Aero06.jpg	2	n	0.566118	labor8	2015-01-15_15.33.48.040000
5	Aero08.jpg	2	n	0.470517	labor8	2015-01-15_15.33.48.040000
5	Aero05.jpg	2	n	2.328940	labor8	2015-01-15_15.33.48.040000
5	Aero04.jpg	2	n	0.766895	labor8	2015-01-15_15.33.48.040000
