ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
46	Water8.jpg	1	n	3.404498	labor5	2015-01-26_11.05.33.139000
46	Water6.jpg	1	n	1.409595	labor5	2015-01-26_11.05.33.139000
46	Water7.jpg	1	n	0.799125	labor5	2015-01-26_11.05.33.139000
46	Water4.jpg	1	n	0.612163	labor5	2015-01-26_11.05.33.139000
46	Water2.jpg	1	n	0.442234	labor5	2015-01-26_11.05.33.139000
46	Water3.jpg	1	n	0.345751	labor5	2015-01-26_11.05.33.139000
46	Water5.jpg	1	n	0.505758	labor5	2015-01-26_11.05.33.139000
46	Water1.jpg	1	n	1.209100	labor5	2015-01-26_11.05.33.139000
46	Aero07.jpg	2	n	1.122976	labor5	2015-01-26_11.05.33.139000
46	Aero05.jpg	2	n	0.651154	labor5	2015-01-26_11.05.33.139000
46	Aero06.jpg	2	n	0.603987	labor5	2015-01-26_11.05.33.139000
46	Aero04.jpg	2	n	0.815163	labor5	2015-01-26_11.05.33.139000
46	Aero03.jpg	2	n	0.412645	labor5	2015-01-26_11.05.33.139000
46	Aero02.jpg	2	n	0.366937	labor5	2015-01-26_11.05.33.139000
46	Aero08.jpg	2	n	0.487231	labor5	2015-01-26_11.05.33.139000
46	Aero01.jpg	2	n	0.543310	labor5	2015-01-26_11.05.33.139000
