ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
95	Water8.jpg	1	n	4.722497	labor5	2015-01-29_14.10.25.120000
95	Water5.jpg	1	n	1.708149	labor5	2015-01-29_14.10.25.120000
95	Water1.jpg	1	n	1.512316	labor5	2015-01-29_14.10.25.120000
95	Water6.jpg	1	n	1.582074	labor5	2015-01-29_14.10.25.120000
95	Water3.jpg	1	n	1.955122	labor5	2015-01-29_14.10.25.120000
95	Water7.jpg	1	n	1.237516	labor5	2015-01-29_14.10.25.120000
95	Water2.jpg	1	n	1.178926	labor5	2015-01-29_14.10.25.120000
95	Water4.jpg	1	n	0.831996	labor5	2015-01-29_14.10.25.120000
95	Aero08.jpg	2	n	1.591202	labor5	2015-01-29_14.10.25.120000
95	Aero01.jpg	2	n	1.748353	labor5	2015-01-29_14.10.25.120000
95	Aero05.jpg	2	n	0.941030	labor5	2015-01-29_14.10.25.120000
95	Aero06.jpg	2	n	0.716520	labor5	2015-01-29_14.10.25.120000
95	Aero02.jpg	2	n	0.670059	labor5	2015-01-29_14.10.25.120000
95	Aero04.jpg	2	n	0.793815	labor5	2015-01-29_14.10.25.120000
95	Aero03.jpg	2	n	0.697970	labor5	2015-01-29_14.10.25.120000
95	Aero07.jpg	2	n	0.686133	labor5	2015-01-29_14.10.25.120000
