ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
81	Water4.jpg	1	n	4.486026	labor5	2015-01-29_10.21.51.931000
81	Water3.jpg	1	n	3.459499	labor5	2015-01-29_10.21.51.931000
81	Water8.jpg	1	n	1.487863	labor5	2015-01-29_10.21.51.931000
81	Water7.jpg	1	n	0.734709	labor5	2015-01-29_10.21.51.931000
81	Water5.jpg	1	n	1.340932	labor5	2015-01-29_10.21.51.931000
81	Water1.jpg	1	n	1.453908	labor5	2015-01-29_10.21.51.931000
81	Water6.jpg	1	n	1.489909	labor5	2015-01-29_10.21.51.931000
81	Water2.jpg	1	n	0.976875	labor5	2015-01-29_10.21.51.931000
81	Aero04.jpg	2	n	1.703142	labor5	2015-01-29_10.21.51.931000
81	Aero01.jpg	2	n	0.632750	labor5	2015-01-29_10.21.51.931000
81	Aero05.jpg	2	n	0.826311	labor5	2015-01-29_10.21.51.931000
81	Aero02.jpg	2	n	0.758013	labor5	2015-01-29_10.21.51.931000
81	Aero03.jpg	2	n	0.610118	labor5	2015-01-29_10.21.51.931000
81	Aero07.jpg	2	n	0.915638	labor5	2015-01-29_10.21.51.931000
81	Aero06.jpg	2	n	0.977783	labor5	2015-01-29_10.21.51.931000
81	Aero08.jpg	2	n	1.189428	labor5	2015-01-29_10.21.51.931000
