ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
87	Water8.jpg	1	n	3.724727	labor2	2015-01-29_11.27.13.603000
87	Water5.jpg	1	n	0.968898	labor2	2015-01-29_11.27.13.603000
87	Water7.jpg	1	n	0.378368	labor2	2015-01-29_11.27.13.603000
87	Water2.jpg	1	n	0.269081	labor2	2015-01-29_11.27.13.603000
87	Water3.jpg	1	n	0.258701	labor2	2015-01-29_11.27.13.603000
87	Water6.jpg	1	n	0.264307	labor2	2015-01-29_11.27.13.603000
87	Water1.jpg	1	n	0.245856	labor2	2015-01-29_11.27.13.603000
87	Water4.jpg	1	n	0.234257	labor2	2015-01-29_11.27.13.603000
87	Aero05.jpg	2	n	0.919991	labor2	2015-01-29_11.27.13.603000
87	Aero03.jpg	2	n	0.217419	labor2	2015-01-29_11.27.13.603000
87	Aero08.jpg	2	n	0.223061	labor2	2015-01-29_11.27.13.603000
87	Aero07.jpg	2	n	0.198656	labor2	2015-01-29_11.27.13.603000
87	Aero04.jpg	2	n	0.225509	labor2	2015-01-29_11.27.13.603000
87	Aero01.jpg	2	n	0.238106	labor2	2015-01-29_11.27.13.603000
87	Aero02.jpg	2	n	0.253281	labor2	2015-01-29_11.27.13.603000
87	Aero06.jpg	2	n	0.296576	labor2	2015-01-29_11.27.13.603000
